"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"7617","3.24430642","0.00101246","0.30823229","0.09090909","12","6","false","FBN2","20.25","12","0","0","0.75063262","false","0","FBN2","22236","0.12070707"
"7619","3.47412008","5.3939E-4","0.28784267","0.0","4","7","false","ADAP1","18.25","4","0","0","0.72509777","false","0","ADAP1","12220","0.25367647"
"7620","3.24430642","3.774E-4","0.30823229","0.13333333","6","6","false","KIF13A","28.66666667","6","0","0","0.75063262","false","0","KIF13A","8690","0.18763797"
"7622","4.12560386","1.0925E-4","0.24238876","0.0","3","7","false","CDKN2AIPNL","7.33333333","3","0","0","0.65271068","false","0","CDKN2AIPNL","1288","0.33333333"
"7624","3.39268461","1.8723E-4","0.29475183","0.04761905","7","6","false","ANP32A","17.71428571","7","0","0","0.73414615","false","0","ANP32A","4040","0.1588785"
"7627","3.24775707","6.8725E-4","0.3079048","0.41818182","11","6","false","ADAP2","41.18181818","11","0","0","0.75024921","false","0","ADAP2","19986","0.20648698"
"7628","2.72532781","0.00367278","0.36692834","0.28803717","42","6","false","CYTH4","52.88095238","42","0","0","0.80829691","false","0","CYTH4","119754","0.10054422"
"7630","2.50655625","0.01300578","0.39895374","0.22043011","124","6","false","TYROBP","48.09677419","124","0","0","0.83260486","false","0","TYROBP","509978","0.06745691"
"7632","2.67149758","0.00365885","0.37432188","0.32080201","57","6","false","CD14","58.43859649","57","0","0","0.81427805","false","0","CD14","148828","0.10003605"
"7634","3.2084196","2.7082E-4","0.31167993","0.27272727","11","6","false","RNF135","27.72727273","11","0","0","0.75462004","false","0","RNF135","8146","0.14366463"
"7636","3.22705314","4.8863E-4","0.30988024","0.13636364","12","6","false","SSH2","19.5","12","0","0","0.75254965","false","0","SSH2","10798","0.11616162"
"7638","3.91925466","3.025E-5","0.25515055","0.0","3","7","false","RCBTB2","8.33333333","3","0","0","0.67563837","false","0","RCBTB2","406","0.33333333"
"7640","3.26708075","0.00122107","0.30608365","0.47272727","11","6","false","SLC7A7","38.54545455","11","0","0","0.74810214","false","0","SLC7A7","39828","0.20723363"
"7643","2.6984127","0.00343346","0.37058824","0.32469136","81","6","false","LILRB2","51.24691358","81","0","0","0.81128748","false","0","LILRB2","159772","0.09351627"
"7645","2.92201518","5.1565E-4","0.34222957","0.49206349","28","6","false","EVI2B","55.32142857","28","0","0","0.78644276","false","0","EVI2B","20064","0.14005425"
"7647","2.95169082","0.00112702","0.33878887","0.32413793","30","6","false","MS4A6A","41.16666667","30","0","0","0.78314546","false","0","MS4A6A","38470","0.11309524"
"7649","3.16770186","0.00129783","0.31568627","0.22222222","19","6","false","ADAR","22.89473684","19","0","0","0.75914424","false","0","ADAR","38712","0.10405601"
"7651","3.37681159","0.0013741","0.29613734","0.29090909","11","6","false","AMPD2","14.90909091","11","0","0","0.73590982","false","0","AMPD2","28476","0.11973392"
"7658","2.85162181","8.3932E-4","0.35067764","0.23376623","22","6","false","LSP1","50.54545455","22","0","0","0.79426424","false","0","LSP1","28832","0.11723044"
"7660","3.53278123","0.0015378","0.2830631","0.04761905","7","7","false","ZNFX1","11.85714286","7","0","0","0.71857986","false","0","ZNFX1","50534","0.1797235"
"7662","3.59765355","3.661E-4","0.27795895","0.13333333","6","7","false","APOBEC3A","13.0","6","0","0","0.71137183","false","0","APOBEC3A","8596","0.21186441"
"7664","2.84403037","0.00103271","0.35161369","0.3485064","38","6","false","TNFRSF1B","59.60526316","38","0","0","0.79510774","false","0","TNFRSF1B","43518","0.13571514"
"7666","3.02967564","9.8499E-4","0.33006834","0.12727273","11","6","false","CDA","29.54545455","11","0","0","0.77448048","false","0","CDA","25898","0.1083529"
"7668","3.62801932","3.325E-5","0.27563249","0.71428571","7","6","false","AMPD3","15.42857143","7","0","0","0.70799785","false","0","AMPD3","744","0.21428571"
"7670","2.93512767","0.00225766","0.34070068","0.25396825","28","6","false","HLA-C","35.42857143","28","0","0","0.78498581","false","0","HLA-C","80540","0.09931782"
"7672","2.96756384","0.00197301","0.33697674","0.23361823","27","6","false","HLA-B","31.92592593","27","0","0","0.7813818","false","0","HLA-B","62288","0.09525394"
"7674","2.81297447","0.00137155","0.35549558","0.27058824","35","6","false","HLA-E","46.74285714","35","0","0","0.79855839","false","0","HLA-E","65910","0.10009177"
"7677","3.44168392","0.0","0.29055544","1.0","8","7","false","IFITM2","27.125","8","0","0","0.72870179","false","0","IFITM2","0","0.26856436"
"7679","2.90821256","0.0053276","0.34385382","0.11578947","20","6","false","UPF1","26.2","20","0","0","0.78797638","false","0","UPF1","109988","0.07254902"
"7681","3.37129055","1.16E-4","0.29662231","0.1","5","6","false","ADM","24.0","5","0","0","0.73652327","false","0","ADM","3370","0.22075472"
"7682","3.64596273","0.0","0.27427598","1.0","2","7","false","RAMP1","28.5","2","0","0","0.70600414","false","0","RAMP1","0","0.51818182"
"7684","3.40234645","6.698E-5","0.29391481","0.06666667","6","7","false","CFD","24.16666667","6","0","0","0.73307262","false","0","CFD","1626","0.20982143"
"7688","2.66597654","0.00911116","0.37509707","0.23001508","52","6","false","GNB1","45.98076923","52","0","0","0.8148915","false","0","GNB1","298584","0.0775078"
"7690","3.08902692","3.1435E-4","0.32372654","0.25","9","6","false","ADORA2A","41.77777778","9","0","0","0.7678859","false","0","ADORA2A","9156","0.16106804"
"7691","3.08143547","0.00104858","0.32452408","0.36263736","14","6","false","P2RX1","55.71428571","14","0","0","0.76872939","false","0","P2RX1","36706","0.19228868"
"7694","3.01380262","6.5461E-4","0.33180673","0.1978022","14","6","false","USP4","35.35714286","14","0","0","0.77624415","false","0","USP4","19776","0.11705686"
"7697","3.08764665","3.021E-4","0.32387126","0.49264706","17","6","false","P2RY13","58.70588235","17","0","0","0.76803926","false","0","P2RY13","11286","0.20577915"
"7700","2.56038647","0.00983277","0.39056604","0.14439324","63","5","false","ARRB2","47.79365079","63","0","0","0.82662373","false","0","ARRB2","319106","0.06818594"
"7702","2.83643892","9.0966E-4","0.35255474","0.35497835","22","6","false","RAPGEF3","58.63636364","22","0","0","0.79595123","false","0","RAPGEF3","29350","0.13039077"
"7704","2.87232574","0.00500803","0.34814993","0.26108374","29","6","false","ENTPD1","48.82758621","29","0","0","0.79196381","false","0","ENTPD1","167028","0.11598001"
"7706","2.88267771","0.004208","0.34689969","0.19139785","31","5","false","AGFG1","30.38709677","31","0","0","0.79081359","false","0","AGFG1","117016","0.08013313"
"7708","3.3636991","1.9158E-4","0.29729175","0.4","11","6","false","RAB3D","22.54545455","11","0","0","0.73736677","false","0","RAB3D","4532","0.16757123"
"7712","2.69772257","0.00200358","0.37068304","0.29411765","35","5","false","ARF3","55.54285714","35","0","0","0.81136416","false","0","ARF3","81752","0.09948797"
"7714","2.87922705","0.00303879","0.34731544","0.22943723","22","6","false","EXOC6","48.77272727","22","0","0","0.79119699","false","0","EXOC6","113576","0.119794"
"7716","3.29192547","5.3422E-4","0.30377358","0.04761905","7","6","false","TBC1D1","22.0","7","0","0","0.74534161","false","0","TBC1D1","15640","0.16760405"
"7721","3.76121463","2.274E-4","0.26587156","0.0","3","6","false","PNKD","13.33333333","3","0","0","0.69319837","false","0","PNKD","4262","0.34259259"
"7724","3.13181504","8.6085E-4","0.31930366","0.22794118","17","6","false","RAB24","28.94117647","17","0","0","0.76313166","false","0","RAB24","29980","0.13221802"
"7726","3.1463078","0.00127449","0.31783286","0.10989011","14","6","false","RAB33B","22.14285714","14","0","0","0.76152136","false","0","RAB33B","22206","0.10714286"
"7728","2.81090407","0.00238858","0.35575743","0.27620968","32","6","false","RAB1B","34.21875","32","0","0","0.79878844","false","0","RAB1B","70690","0.07787585"
"7730","3.66183575","4.174E-4","0.27308707","0.13333333","6","6","false","DENND5A","13.83333333","6","0","0","0.70424047","false","0","DENND5A","6858","0.2020202"
"7732","3.12284334","5.014E-4","0.32022099","0.13636364","12","6","false","RAB11FIP1","30.33333333","12","0","0","0.76412852","false","0","RAB11FIP1","12468","0.13551051"
"7734","2.87715666","5.075E-4","0.34756536","0.41125541","22","6","false","RAB5B","43.81818182","22","0","0","0.79142704","false","0","RAB5B","19080","0.11109829"
"7736","3.3015873","3.3849E-4","0.30288462","0.25","8","6","false","LYST","25.375","8","0","0","0.74426808","false","0","LYST","7964","0.17857143"
"7742","2.99792961","6.308E-4","0.33356354","0.26666667","21","6","false","FCHO2","31.66666667","21","0","0","0.77800782","false","0","FCHO2","18652","0.1006976"
"7744","3.58868185","7.589E-5","0.27865385","0.0","4","6","false","RAB34","18.25","4","0","0","0.71236868","false","0","RAB34","1768","0.26136364"
"7746","3.02415459","7.98E-4","0.33067093","0.27619048","21","6","false","FCHO1","31.19047619","21","0","0","0.77509393","false","0","FCHO1","21576","0.10380952"
"7748","2.91304348","0.00106937","0.34328358","0.31481481","28","6","false","RAB5C","35.07142857","28","0","0","0.78743961","false","0","RAB5C","37060","0.09742063"
"7750","3.42097999","9.6054E-4","0.2923139","0.05454545","11","6","false","RAB31","14.90909091","11","0","0","0.73100222","false","0","RAB31","18056","0.12519936"
"7752","3.07591442","1.7631E-4","0.32510657","0.31111111","10","6","false","TBC1D2","44.2","10","0","0","0.76934284","false","0","TBC1D2","9344","0.16934866"
"7754","2.86266391","7.8857E-4","0.34932498","0.3083004","23","6","false","EPS15L1","40.34782609","23","0","0","0.79303734","false","0","EPS15L1","27188","0.09631787"
"7756","2.75845411","0.00375384","0.36252189","0.20557491","42","6","false","RAB1A","31.88095238","42","0","0","0.80461621","false","0","RAB1A","107400","0.0654517"
"7761","3.56728778","9.025E-5","0.28032501","0.0","3","7","false","CD302","21.66666667","3","0","0","0.7147458","false","0","CD302","2488","0.33333333"
"7769","2.82194617","6.9834E-4","0.35436537","0.26842105","20","6","false","ETS2","56.55","20","0","0","0.79756154","false","0","ETS2","24622","0.12477876"
"7771","2.89855072","0.00545571","0.345","0.23376623","22","6","false","QKI","34.45454545","22","0","0","0.78904992","false","0","QKI","150702","0.08890721"
"7773","3.48654244","1.187E-5","0.2868171","0.0","3","7","false","VENTX","30.66666667","3","0","0","0.72371751","false","0","VENTX","446","0.38528139"
"7781","3.63492063","6.8605E-4","0.27510917","0.33333333","3","7","false","RBM47","16.66666667","3","0","0","0.70723104","false","0","RBM47","16950","0.35507246"
"7783","3.27329193","0.00187518","0.30550285","0.03809524","15","6","false","XRN2","11.6","15","0","0","0.74741201","false","0","XRN2","35130","0.08148148"
"7790","3.54382333","3.1131E-4","0.28218111","0.46428571","8","6","false","LPCAT2","15.375","8","0","0","0.71735296","false","0","LPCAT2","6690","0.22761194"
"7792","3.26363009","3.2233E-4","0.30640727","0.24444444","10","6","false","DGKG","22.7","10","0","0","0.74848555","false","0","DGKG","10100","0.1527027"
"7796","3.08488613","6.735E-4","0.32416107","0.27272727","12","6","false","GPSM3","37.5","12","0","0","0.76834599","false","0","GPSM3","20086","0.14226869"
"7798","3.53416149","2.0813E-4","0.28295255","0.19047619","7","7","false","PBX2","12.0","7","0","0","0.7184265","false","0","PBX2","4280","0.17226891"
"7800","3.41269841","5.6007E-4","0.29302326","0.16666667","9","6","false","DDAH2","13.66666667","9","0","0","0.7319224","false","0","DDAH2","8538","0.12564901"
"7803","3.65769496","2.4946E-4","0.27339623","0.0","5","7","false","AGTPBP1","9.8","5","0","0","0.70470056","false","0","AGTPBP1","4584","0.20465116"
"7804","3.16908213","5.7073E-4","0.31554878","0.09090909","11","6","false","TMOD1","24.45454545","11","0","0","0.75899087","false","0","TMOD1","14046","0.13000978"
"7806","3.11456177","6.6552E-4","0.32107246","0.38461538","13","6","false","UBAP1","25.76923077","13","0","0","0.76504869","false","0","UBAP1","14914","0.11555865"
"7808","3.52380952","2.812E-4","0.28378378","0.26666667","6","7","false","GABRR2","12.66666667","6","0","0","0.71957672","false","0","GABRR2","4732","0.18939394"
"7811","4.09178744","4.516E-5","0.24439197","0.0","3","7","false","TTLL4","7.33333333","3","0","0","0.65646806","false","0","TTLL4","442","0.33333333"
"7813","2.95307108","0.00129787","0.33863052","0.49450549","14","6","false","AGTRAP","47.0","14","0","0","0.7829921","false","0","AGTRAP","37300","0.13619325"
"7814","3.43823326","6.0129E-4","0.29084705","0.08333333","9","6","false","PLOD1","11.22222222","9","0","0","0.72908519","false","0","PLOD1","9488","0.12698413"
"7821","3.5942029","8.6239E-4","0.27822581","0.0","6","7","false","PLXDC2","10.83333333","6","0","0","0.71175523","false","0","PLXDC2","25492","0.18553459"
"7823","3.40648723","9.9071E-4","0.29355754","0.0","6","7","false","NDUFB6","18.16666667","6","0","0","0.73261253","false","0","NDUFB6","24362","0.17517007"
"7825","2.68322981","0.00195679","0.37268519","0.32539683","36","6","false","APBB1IP","62.69444444","36","0","0","0.81297447","false","0","APBB1IP","78284","0.10616761"
"7831","2.89648033","0.00317084","0.3452466","0.16315789","20","6","false","ARAP1","41.85","20","0","0","0.78927996","false","0","ARAP1","91028","0.10989446"
"7833","3.76397516","3.67E-6","0.26567657","0.83333333","4","7","false","AHCTF1","17.0","4","0","0","0.69289165","false","0","AHCTF1","138","0.37777778"
"7834","3.02139406","0.00354536","0.33097305","0.11594203","24","6","false","NUP98","18.66666667","24","0","0","0.77540066","false","0","NUP98","85388","0.0637931"
"7836","3.21808144","0.0021586","0.31074416","0.13333333","10","6","false","LBR","20.0","10","0","0","0.75354651","false","0","LBR","48856","0.12264151"
"7838","3.10973085","0.00424268","0.32157124","0.10666667","25","6","false","NUP214","15.16","25","0","0","0.76558546","false","0","NUP214","112118","0.06774775"
"7841","2.86887509","0.00145417","0.34856868","0.30344828","30","6","false","MEFV","52.86666667","30","0","0","0.79234721","false","0","MEFV","62216","0.12549485"
"7845","2.85438233","0.0010105","0.35033849","0.48188406","24","6","false","CAMP","68.29166667","24","0","0","0.79395752","false","0","CAMP","40908","0.16058824"
"7848","2.76466529","6.8951E-4","0.36170744","0.40909091","45","6","false","CLEC7A","62.55555556","45","0","0","0.80392608","false","0","CLEC7A","36186","0.12586631"
"7856","3.31815045","1.7757E-4","0.30137271","0.25","8","6","false","NLRX1","26.125","8","0","0","0.74242773","false","0","NLRX1","3424","0.18705036"
"7862","3.4899931","0.00138431","0.28653352","0.19047619","7","7","false","NLRP12","17.28571429","7","0","0","0.7233341","false","0","NLRP12","46808","0.21071429"
"7865","3.20151829","1.8002E-4","0.3123518","0.41818182","11","6","false","NAIP","36.81818182","11","0","0","0.75538686","false","0","NAIP","7512","0.19535783"
"7867","3.48930297","6.3207E-4","0.28659019","0.06666667","6","6","false","AKIRIN2","14.0","6","0","0","0.72341078","false","0","AKIRIN2","20392","0.19047619"
"7869","3.73084886","4.7456E-4","0.26803552","0.25","9","7","false","KCNQ4","10.22222222","9","0","0","0.69657235","false","0","KCNQ4","6608","0.1754386"
"7871","4.16356108","1.2353E-4","0.24017902","0.16666667","4","7","false","UBALD2","7.25","4","0","0","0.64849321","false","0","UBALD2","1620","0.27"
"7875","2.98688751","3.5992E-4","0.33479667","0.39166667","16","6","false","NFKBIZ","56.25","16","0","0","0.77923472","false","0","NFKBIZ","15278","0.16993958"
"7880","3.20772947","0.0015233","0.31174699","0.08888889","10","6","false","GSTO2","19.6","10","0","0","0.75469673","false","0","GSTO2","32412","0.11875"
"7883","3.84195997","3.826E-5","0.26028382","0.66666667","4","7","false","MGST2","7.75","4","0","0","0.68422667","false","0","MGST2","1436","0.35227273"
"7885","3.3747412","5.186E-5","0.29631902","0.53333333","6","7","false","CYP4F3","24.83333333","6","0","0","0.73613987","false","0","CYP4F3","1758","0.21408046"
"7888","3.32229124","9.513E-4","0.30099709","0.10606061","12","7","false","LTA4H","16.25","12","0","0","0.74196764","false","0","LTA4H","20144","0.11557178"
"7895","2.7494824","0.0031314","0.36370482","0.32244898","50","6","false","WDFY4","49.38","50","0","0","0.80561307","false","0","WDFY4","102260","0.0964775"
"7897","3.32712215","5.2578E-4","0.30056005","0.30555556","9","7","false","PLB1","19.33333333","9","0","0","0.74143087","false","0","PLB1","16924","0.14900947"
"7899","3.44582471","0.0020245","0.29020629","0.11111111","9","6","false","CEP63","11.66666667","9","0","0","0.7282417","false","0","CEP63","47998","0.13550136"
"7901","2.94478951","2.9646E-4","0.33958285","0.23076923","14","6","false","MAPKAPK2","48.14285714","14","0","0","0.78391228","false","0","MAPKAPK2","9828","0.13636364"
"7905","2.75293306","0.00115388","0.36324893","0.3767526","67","6","false","MNDA","51.71641791","67","0","0","0.80522966","false","0","MNDA","63364","0.10160396"
"7910","2.54244306","0.00345279","0.39332248","0.29484095","87","6","false","FGR","58.48275862","87","0","0","0.82861744","false","0","FGR","205630","0.08366632"
"7916","2.9047619","9.617E-5","0.3442623","0.56190476","21","6","false","FPR2","69.9047619","21","0","0","0.78835979","false","0","FPR2","7124","0.17652718"
"7918","3.40234645","9.27E-6","0.29391481","0.33333333","3","6","false","OXER1","43.0","3","0","0","0.73307262","false","0","OXER1","492","0.40251572"
"7920","3.17943409","6.2675E-4","0.31452138","0.25","9","7","false","TBXAS1","36.66666667","9","0","0","0.75784066","false","0","TBXAS1","19700","0.16319444"
"7927","3.26017943","5.3171E-4","0.30673158","0.14545455","11","6","false","LTB4R","18.90909091","11","0","0","0.74886895","false","0","LTB4R","11974","0.12240048"
"7929","2.89855072","0.00247391","0.345","0.4375","32","6","false","ALOX5AP","56.40625","32","0","0","0.78904992","false","0","ALOX5AP","87808","0.13973325"
"7933","2.87508627","0.00308319","0.34781565","0.36923077","26","6","false","SRGN","54.26923077","26","0","0","0.79165708","false","0","SRGN","104784","0.12799347"
"7936","2.76121463","4.4772E-4","0.36215946","0.51219512","42","6","false","CD53","62.04761905","42","0","0","0.80430949","false","0","CD53","25250","0.12330777"
"7938","2.68668047","0.0052431","0.37220652","0.3312369","54","6","false","LAPTM5","51.40740741","54","0","0","0.81259106","false","0","LAPTM5","163578","0.0912111"
"7947","2.68391994","0.00246792","0.37258935","0.38159879","52","6","false","S100A12","61.34615385","52","0","0","0.81289778","false","0","S100A12","108330","0.10718128"
"7949","3.46238785","6.473E-5","0.28881802","0.0","4","7","false","TUFT1","21.5","4","0","0","0.72640135","false","0","TUFT1","1494","0.25625"
"7951","3.02484472","4.9204E-4","0.33059548","0.50326797","18","6","false","TNFAIP8L2","60.55555556","18","0","0","0.77501725","false","0","TNFAIP8L2","16620","0.18316498"
"7953","2.72601794","0.00206573","0.36683544","0.36392157","51","6","false","CTSS","60.0","51","0","0","0.80822023","false","0","CTSS","79268","0.11249678"
"7956","3.26639061","2.8016E-4","0.30614832","0.17857143","8","6","false","PSRC1","20.875","8","0","0","0.74817882","false","0","PSRC1","6572","0.14748201"
"7964","2.67701863","0.00280213","0.37354988","0.34306196","63","6","false","CSF2RB","60.03174603","63","0","0","0.8136646","false","0","CSF2RB","135852","0.10276691"
"7967","2.89164941","8.8284E-4","0.34582339","0.56","26","6","false","SLA","69.07692308","26","0","0","0.78981673","false","0","SLA","28098","0.16437729"
"7972","3.2194617","0.00181973","0.31061093","0.0","4","6","false","ALPK1","42.75","4","0","0","0.75339314","false","0","ALPK1","37400","0.25613497"
"7973","3.60593513","4.8266E-4","0.27732057","0.05555556","9","6","false","ALPK3","6.55555556","9","0","0","0.71045165","false","0","ALPK3","6512","0.12"
"7976","4.09385783","0.00104059","0.24426837","0.0","3","7","false","TACC2","5.0","3","0","0","0.65623802","false","0","TACC2","21284","0.33333333"
"7979","3.63561077","1.3636E-4","0.27505695","0.1","5","7","false","BOD1L1","10.8","5","0","0","0.70715436","false","0","BOD1L1","2334","0.21702128"
"7983","3.66804693","6.26E-5","0.27262465","0.16666667","4","7","false","SLC25A44","10.5","4","0","0","0.70355034","false","0","SLC25A44","962","0.26315789"
"7985","3.29192547","7.3612E-4","0.30377358","0.04761905","7","6","false","TMBIM4","20.14285714","7","0","0","0.74534161","false","0","TMBIM4","14472","0.14607948"
"7987","3.07246377","0.00132033","0.3254717","0.15151515","12","6","false","MYBPC3","27.41666667","12","0","0","0.76972625","false","0","MYBPC3","28828","0.10440613"
"7989","3.99723948","1.4235E-4","0.25017265","0.1","5","7","false","ZNF592","7.2","5","0","0","0.66697339","false","0","ZNF592","1486","0.21290323"
"7991","3.36162871","4.0595E-4","0.29747485","0.07142857","8","7","false","TNS3","18.75","8","0","0","0.73759681","false","0","TNS3","10534","0.16590909"
"7993","4.07729469","6.55E-6","0.24526066","0.0","2","7","false","GMPR2","10.0","2","0","0","0.65807837","false","0","GMPR2","140","0.52941176"
"7995","3.37888199","8.1312E-4","0.29595588","0.30909091","11","6","false","CHMP1A","17.0","11","0","0","0.73567978","false","0","CHMP1A","18972","0.15016234"
"7997","4.0","3.452E-5","0.25","0.33333333","3","7","false","TSEN34","9.66666667","3","0","0","0.66666667","false","0","TSEN34","478","0.35897436"
"7999","3.38371291","5.1415E-4","0.29553335","0.36111111","9","6","false","CANT1","16.77777778","9","0","0","0.73514301","false","0","CANT1","9924","0.15050505"
"8001","2.69979296","0.00356224","0.37039877","0.27167019","44","6","false","GNAI3","49.31818182","44","0","0","0.81113412","false","0","GNAI3","139910","0.08720837"
"8004","3.28709455","0.00134067","0.30422003","0.16666667","16","6","false","NT5C2","12.4375","16","0","0","0.74587838","false","0","NT5C2","18864","0.08723022"
"8006","3.5610766","9.251E-5","0.28081395","0.66666667","6","7","false","NUDT16","16.83333333","6","0","0","0.71543593","false","0","NUDT16","1588","0.23474178"
"8009","3.23878537","0.00168023","0.30875772","0.11764706","18","6","false","IMPDH1","11.61111111","18","0","0","0.75124607","false","0","IMPDH1","27284","0.07709751"
"8016","3.1773637","4.3669E-4","0.31472632","0.25","9","6","false","ANAPC10","30.44444444","9","0","0","0.7580707","false","0","ANAPC10","10114","0.16134752"
"8018","2.93926846","0.00162925","0.34022071","0.19927536","24","6","false","PPP3R1","29.08333333","24","0","0","0.78452573","false","0","PPP3R1","54568","0.08333333"
"8021","2.82401656","0.00371508","0.35410557","0.25396825","28","6","false","UBA1","37.89285714","28","0","0","0.79733149","false","0","UBA1","106786","0.08787375"
"8023","2.80952381","0.00330291","0.3559322","0.14112903","32","6","false","UBE2D1","30.40625","32","0","0","0.7989418","false","0","UBE2D1","106902","0.06707317"
"8025","2.75431332","0.00453601","0.3630669","0.14393939","33","6","false","PPP3CA","36.90909091","33","0","0","0.8050763","false","0","PPP3CA","134014","0.07247674"
"8027","3.39544513","6.4876E-4","0.2945122","0.21428571","8","7","false","ANAPC13","17.5","8","0","0","0.73383943","false","0","ANAPC13","14180","0.16466346"
"8030","3.44651484","3.7381E-4","0.29014818","0.17857143","8","7","false","PCGF5","13.375","8","0","0","0.72816502","false","0","PCGF5","8782","0.14942529"
"8035","3.98688751","3.82E-5","0.25082223","0.0","3","7","false","SLC22A15","9.0","3","0","0","0.66812361","false","0","SLC22A15","544","0.36363636"
"8037","2.75983437","0.00344912","0.36234059","0.33633634","37","6","false","ARHGAP9","54.83783784","37","0","0","0.80446285","false","0","ARHGAP9","109814","0.1073132"
"8041","3.40303658","1.9976E-4","0.2938552","0.06666667","6","6","false","ZFYVE16","20.0","6","0","0","0.73299594","false","0","ZFYVE16","5762","0.21481481"
"8043","3.3326432","3.3713E-4","0.30006212","0.03571429","8","6","false","ANKRD50","14.75","8","0","0","0.74081742","false","0","ANKRD50","6036","0.13861386"
"8044","3.11249137","0.00184624","0.32128603","0.09090909","11","6","false","SKAP2","37.63636364","11","0","0","0.76527874","false","0","SKAP2","57144","0.15016562"
"8050","3.40165631","6.296E-5","0.29397444","0.16666667","4","6","false","TRIM9","29.5","4","0","0","0.7331493","false","0","TRIM9","2126","0.28431373"
"8052","2.88819876","5.9029E-4","0.34623656","0.28787879","12","6","false","SNX27","54.5","12","0","0","0.79020014","false","0","SNX27","17206","0.14245201"
"8055","3.37405107","9.0114E-4","0.29637963","0.1","5","6","false","ANKRD9","21.4","5","0","0","0.73621655","false","0","ANKRD9","17922","0.20392157"
"8056","3.33678399","6.2344E-4","0.29968976","0.23076923","14","7","false","RCOR1","13.92857143","14","0","0","0.74035733","false","0","RCOR1","11362","0.12199747"
"8059","3.95859213","1.79E-4","0.25261506","0.1","5","7","false","TBKBP1","4.2","5","0","0","0.67126754","false","0","TBKBP1","4374","0.225"
"8063","3.6783989","2.361E-4","0.27185741","0.0","4","6","false","ANO10","13.0","4","0","0","0.70240012","false","0","ANO10","4656","0.26086957"
"8064","3.20082816","4.732E-4","0.31241915","0.02777778","9","6","false","DYSF","24.11111111","9","0","0","0.75546354","false","0","DYSF","12914","0.13035382"
"8066","2.83712905","0.00830919","0.35246899","0.10685484","32","6","false","VAPA","28.90625","32","0","0","0.79587455","false","0","VAPA","219144","0.06808036"
"8068","3.56935818","2.1922E-4","0.28016241","0.13333333","6","6","false","RNF149","13.66666667","6","0","0","0.71451576","false","0","RNF149","4810","0.19082126"
"8071","2.87301587","0.00294638","0.3480663","0.125","17","6","false","ATXN1","42.52941176","17","0","0","0.79188713","false","0","ATXN1","80350","0.1105636"
"8073","2.87715666","6.2511E-4","0.34756536","0.43083004","23","6","false","GZMA","65.26086957","23","0","0","0.79142704","false","0","GZMA","23938","0.15791136"
"8075","3.23188406","2.335E-4","0.30941704","0.14285714","7","6","false","TNFSF13","36.71428571","7","0","0","0.75201288","false","0","TNFSF13","5486","0.19585253"
"8078","3.28640442","8.224E-5","0.30428391","0.2","5","6","false","PADI2","35.2","5","0","0","0.74595506","false","0","PADI2","2698","0.25179856"
"8081","3.06694272","0.00277177","0.32605761","0.14102564","13","6","false","CEACAM1","43.53846154","13","0","0","0.7703397","false","0","CEACAM1","83120","0.15168691"
"8086","2.76121463","0.00341677","0.36215946","0.15632184","30","6","false","RARA","42.76666667","30","0","0","0.80430949","false","0","RARA","101212","0.08415516"
"8088","2.74741201","0.00163837","0.3639789","0.39140534","42","6","false","CD33","64.47619048","42","0","0","0.80584311","false","0","CD33","73862","0.12351761"
"8094","3.42650104","2.3395E-4","0.2918429","0.13333333","6","7","false","RNPEP","18.33333333","6","0","0","0.73038877","false","0","RNPEP","4224","0.20498084"
"8096","2.71980676","0.00126463","0.36767318","0.34747475","45","6","false","CXCR1","64.46666667","45","0","0","0.80891036","false","0","CXCR1","68196","0.12023217"
"8099","2.84817115","0.00118571","0.3511025","0.22988506","30","6","false","CD59","38.23333333","30","0","0","0.79464765","false","0","CD59","43730","0.08822171"
"8102","2.9378882","3.3196E-4","0.34038055","0.44444444","28","6","false","CR1","53.96428571","28","0","0","0.78467909","false","0","CR1","15278","0.14664208"
"8104","3.20979986","0.00450025","0.3115459","0.15686275","18","6","false","GLB1","16.72222222","18","0","0","0.75446668","false","0","GLB1","121578","0.08918919"
"8108","2.83712905","0.00177448","0.35246899","0.45803698","38","6","false","CD1D","61.68421053","38","0","0","0.79587455","false","0","CD1D","64518","0.13995215"
"8111","3.31055901","0.00138567","0.30206379","0.06060606","12","6","false","PRCP","13.41666667","12","0","0","0.74327122","false","0","PRCP","40264","0.10501355"
"8119","2.65907522","0.0019899","0.37607059","0.33135876","74","6","false","FCGR1A","60.55405405","74","0","0","0.81565831","false","0","FCGR1A","120410","0.10263399"
"8123","3.17598344","7.3305E-4","0.3148631","0.0","4","6","false","ANTXR2","50.75","4","0","0","0.75822406","false","0","ANTXR2","17266","0.2604712"
"8124","3.14561767","6.8366E-4","0.31790259","0.07272727","11","6","false","PADI4","23.45454545","11","0","0","0.76159804","false","0","PADI4","16416","0.11641929"
"8130","2.82884748","0.00448239","0.35350085","0.2516129","31","6","false","SLC11A1","47.83870968","31","0","0","0.79679472","false","0","SLC11A1","122020","0.10769679"
