"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"9181","3.69151139","3.352E-5","0.27089176","0.0","3","6","false","ERGIC1","13.0","3","0","0","0.70094318","false","0","ERGIC1","552","0.33333333"
"9183","3.30986888","1.1524E-4","0.30212677","0.0","5","6","false","MCTP2","38.4","5","0","0","0.7433479","false","0","MCTP2","2896","0.24129032"
"9185","3.60869565","6.61E-6","0.27710843","0.33333333","3","7","false","MCTP1","19.0","3","0","0","0.71014493","false","0","MCTP1","214","0.38888889"
"9188","3.29744651","5.5371E-4","0.30326496","0.2","10","6","false","ASAH1","22.0","10","0","0","0.74472817","false","0","ASAH1","14662","0.14342105"
"9194","2.87232574","0.00674005","0.34814993","0.17094017","27","6","false","GBA","29.59259259","27","0","0","0.79196381","false","0","GBA","183554","0.07658179"
"9197","3.65424431","8.02E-5","0.27365439","0.0","4","6","false","MID1IP1","12.75","4","0","0","0.70508397","false","0","MID1IP1","1804","0.27325581"
"9200","3.84334023","0.0","0.26019034","1.0","2","7","false","SGMS2","18.5","2","0","0","0.68407331","false","0","SGMS2","0","0.59677419"
"9209","3.29123533","0.00184901","0.30383728","0.34166667","16","6","false","STX3","17.875","16","0","0","0.7454183","false","0","STX3","57792","0.12284483"
"9219","3.48447205","0.00166259","0.28698752","0.08333333","9","7","false","ASF1B","9.88888889","9","0","0","0.72394755","false","0","ASF1B","35466","0.12762763"
"9220","3.17115252","3.9843E-4","0.31534276","0.16666667","9","6","false","RFC2","28.22222222","9","0","0","0.75876083","false","0","RFC2","8868","0.14301994"
"9222","3.27605245","6.2263E-4","0.30524542","0.16666667","9","6","false","RRM2B","19.44444444","9","0","0","0.74710528","false","0","RRM2B","11232","0.13536776"
"9225","3.41338854","5.5793E-4","0.29296401","0.07272727","11","6","false","PHF21A","11.27272727","11","0","0","0.73184572","false","0","PHF21A","9158","0.11038961"
"9227","3.00966184","0.00100195","0.33226324","0.33986928","18","6","false","UBE2B","29.66666667","18","0","0","0.77670424","false","0","UBE2B","22816","0.10243056"
"9229","3.76535542","5.553E-5","0.26557918","0.33333333","4","7","false","SKA3","9.5","4","0","0","0.69273829","false","0","SKA3","1040","0.2890625"
"9231","3.2194617","4.9626E-4","0.31061093","0.10714286","8","6","false","TACC3","23.875","8","0","0","0.75339314","false","0","TACC3","10416","0.14506173"
"9233","4.48378192","0.0","0.22302601","0.0","1","8","false","UBN1","9.0","1","0","0","0.61291312","false","0","UBN1","0","0.0"
"9235","3.52933057","3.5782E-4","0.28333985","0.10714286","8","7","false","KIF4A","10.75","8","0","0","0.71896327","false","0","KIF4A","5612","0.1443662"
"9237","3.60800552","1.1272E-4","0.27716144","0.1","5","7","false","ASGR1","13.0","5","0","0","0.71022161","false","0","ASGR1","3142","0.22962963"
"9238","3.44927536","9.629E-5","0.28991597","0.38095238","7","7","false","F7","22.0","7","0","0","0.72785829","false","0","F7","2640","0.19469027"
"9240","3.1042098","5.6865E-4","0.32214317","0.43589744","13","6","false","FCAR","58.92307692","13","0","0","0.76619891","false","0","FCAR","20160","0.212932"
"9243","3.46307798","0.00165586","0.28876046","0.0","6","7","false","CPAMD8","15.5","6","0","0","0.72632467","false","0","CPAMD8","42166","0.17261905"
"9246","3.66183575","2.4228E-4","0.27308707","0.33333333","4","7","false","ASPH","14.25","4","0","0","0.70424047","false","0","ASPH","4038","0.28"
"9247","3.77777778","0.00162192","0.26470588","0.2","5","7","false","STAC3","8.6","5","0","0","0.69135802","false","0","STAC3","42168","0.23428571"
"9249","2.87853692","0.00432125","0.34739871","0.10671937","23","6","false","RYR2","28.17391304","23","0","0","0.79127368","false","0","RYR2","116280","0.07322057"
"9251","4.01518288","1.949E-4","0.24905466","0.0","4","7","false","ATP11A","5.0","4","0","0","0.66497968","false","0","ATP11A","2822","0.25"
"9253","2.82815735","0.00701093","0.35358712","0.09","25","6","false","FKBP1A","32.12","25","0","0","0.79687141","false","0","FKBP1A","189380","0.07572447"
"9262","2.94824017","0.00340029","0.33918539","0.04743083","23","6","false","OS9","20.13043478","23","0","0","0.78352887","false","0","OS9","72094","0.06108628"
"9264","3.26708075","8.0595E-4","0.30608365","0.24444444","10","6","false","MED25","19.0","10","0","0","0.74810214","false","0","MED25","16754","0.13777778"
"9272","3.08557626","0.00105247","0.32408857","0.42857143","21","6","false","RRAGD","28.14285714","21","0","0","0.7682693","false","0","RRAGD","35420","0.11561826"
"9274","3.40786749","7.856E-4","0.29343864","0.21428571","8","6","false","EDEM2","15.25","8","0","0","0.73245917","false","0","EDEM2","19904","0.14975248"
"9278","3.25189786","0.00122874","0.30751273","0.2","5","6","false","TMBIM6","35.0","5","0","0","0.74978913","false","0","TMBIM6","28370","0.24366197"
"9283","3.25396825","1.7232E-4","0.30731707","0.30555556","9","6","false","DNAJC3","24.88888889","9","0","0","0.74955908","false","0","DNAJC3","4670","0.17164751"
"9286","3.2394755","2.8259E-4","0.30869195","0.57692308","13","6","false","ATG16L2","34.76923077","13","0","0","0.75116939","false","0","ATG16L2","9840","0.21283624"
"9288","3.20151829","7.645E-5","0.3123518","0.49090909","11","6","false","DRAM1","38.27272727","11","0","0","0.75538686","false","0","DRAM1","2858","0.20261122"
"9290","3.72256729","9.11E-6","0.26863181","0.33333333","3","6","false","TM9SF1","15.33333333","3","0","0","0.69749252","false","0","TM9SF1","210","0.39473684"
"9298","3.30848861","2.683E-5","0.30225282","0.71428571","8","6","false","MAP1LC3B2","37.25","8","0","0","0.74350127","false","0","MAP1LC3B2","1226","0.2877907"
"9301","2.82125604","9.7964E-4","0.35445205","0.36551724","30","5","false","NBR1","40.6","30","0","0","0.79763822","false","0","NBR1","36954","0.09219697"
"9308","3.01656315","3.6142E-4","0.33150309","0.44871795","13","6","false","VMP1","47.38461538","13","0","0","0.77593743","false","0","VMP1","13730","0.15823438"
"9315","2.71083506","0.00547655","0.36889002","0.16816817","37","6","false","PSMD4","39.08108108","37","0","0","0.80990722","false","0","PSMD4","155940","0.07367292"
"9323","2.86335404","0.00244218","0.34924078","0.37538462","26","6","false","BNIP3L","44.11538462","26","0","0","0.79296066","false","0","BNIP3L","87664","0.10784314"
"9327","2.95721187","4.6643E-4","0.33815636","0.55555556","19","6","false","ZFYVE1","46.05263158","19","0","0","0.78253201","false","0","ZFYVE1","20586","0.13855422"
"9330","2.76190476","0.0021053","0.36206897","0.39572193","34","6","false","GNB2","51.08823529","34","0","0","0.8042328","false","0","GNB2","79394","0.10220441"
"9332","2.77501725","0.0031487","0.36035812","0.25757576","45","6","false","CD300C","43.82222222","45","0","0","0.80277586","false","0","CD300C","107052","0.08998403"
"9352","3.12077295","8.929E-5","0.32043344","0.65454545","11","6","false","UBE2R2","34.63636364","11","0","0","0.76435856","false","0","UBE2R2","2786","0.15815691"
"9360","2.9799862","0.00287804","0.33557202","0.30769231","26","6","false","ATP6V0D1","27.46153846","26","0","0","0.78000153","false","0","ATP6V0D1","86222","0.08907542"
"9368","2.99033816","4.2617E-4","0.33441034","0.44117647","17","6","false","TFE3","43.94117647","17","0","0","0.77885132","false","0","TFE3","14592","0.14340638"
"9384","3.28364389","0.00126955","0.30453972","0.66666667","15","6","false","ATP6V1C1","21.73333333","15","0","0","0.74626179","false","0","ATP6V1C1","30084","0.16169154"
"9399","2.82539683","0.00362058","0.35393258","0.16995074","29","6","false","UBE2D3","33.68965517","29","0","0","0.79717813","false","0","UBE2D3","115456","0.07687441"
"9401","3.11939268","4.4945E-4","0.32057522","0.3974359","13","6","false","UBE2W","29.23076923","13","0","0","0.76451192","false","0","UBE2W","9946","0.13181818"
"9403","3.16770186","4.19E-5","0.31568627","0.73333333","10","6","false","UBE2J1","33.6","10","0","0","0.75914424","false","0","UBE2J1","1350","0.17591623"
"9407","3.95031056","0.00291566","0.25314465","0.2","6","7","false","KLHL8","6.33333333","6","0","0","0.67218772","false","0","KLHL8","62474","0.20114943"
"9409","3.12491373","0.00202452","0.32000883","0.25","8","6","false","INPP5A","33.375","8","0","0","0.76389847","false","0","INPP5A","46898","0.16019417"
"9411","3.83436853","9.931E-5","0.26079914","0.0","2","6","false","XKR8","13.0","2","0","0","0.68507016","false","0","XKR8","2484","0.5"
"9413","3.13664596","9.382E-4","0.31881188","0.0952381","15","6","false","ATP2B1","20.93333333","15","0","0","0.76259489","false","0","ATP2B1","20472","0.09920255"
"9414","3.18909593","0.0011417","0.31356849","0.17582418","14","6","false","GLA","20.42857143","14","0","0","0.75676712","false","0","GLA","27960","0.10771581"
"9417","3.09937888","0.00277954","0.32264529","0.03809524","15","6","false","PRKG2","24.33333333","15","0","0","0.76673568","false","0","PRKG2","75946","0.10501475"
"9428","3.03519669","0.00121362","0.32946794","0.24175824","14","6","false","PLCD3","28.28571429","14","0","0","0.77386703","false","0","PLCD3","30244","0.10893547"
"9430","3.31746032","5.1563E-4","0.30143541","0.25757576","12","6","false","SLC24A4","17.58333333","12","0","0","0.74250441","false","0","SLC24A4","10792","0.11791383"
"9432","3.00276052","0.00101606","0.33302689","0.02197802","14","6","false","TRPV4","29.0","14","0","0","0.77747105","false","0","TRPV4","24444","0.09865135"
"9434","3.05866115","9.5638E-4","0.32694043","0.1025641","13","6","false","ATP2B2","26.0","13","0","0","0.77125987","false","0","ATP2B2","22768","0.10498108"
"9442","3.521049","6.7055E-4","0.28400627","0.10714286","8","6","false","CACNA1E","11.5","8","0","0","0.71988344","false","0","CACNA1E","11944","0.15068493"
"9455","3.04485852","5.301E-4","0.32842248","0.36842105","20","6","false","STX12","34.35","20","0","0","0.7727935","false","0","STX12","17972","0.12610294"
"9458","3.18081435","0.00200316","0.3143849","0.42424242","12","7","false","DMXL2","25.5","12","0","0","0.75768729","false","0","DMXL2","46134","0.13458111"
"9460","3.68115942","0.00156259","0.27165354","0.10714286","8","6","false","KIAA2013","11.375","8","0","0","0.7020934","false","0","KIAA2013","42002","0.18220339"
"9462","3.00414079","0.00206266","0.33287388","0.28","25","6","false","TCIRG1","28.16","25","0","0","0.77731769","false","0","TCIRG1","58244","0.08968153"
"9464","3.49827467","1.1037E-4","0.2858552","0.82051282","13","7","false","ATP6V0E1","19.53846154","13","0","0","0.72241393","false","0","ATP6V0E1","3260","0.23540315"
"9466","3.25741891","0.00176595","0.30699153","0.51470588","17","7","false","ATP6V0B","20.23529412","17","0","0","0.74917568","false","0","ATP6V0B","44452","0.13322945"
"9471","3.19185645","3.6942E-4","0.3132973","0.50292398","19","6","false","ATP6V1B2","25.36842105","19","0","0","0.75646039","false","0","ATP6V1B2","13446","0.13422445"
"9475","2.87784679","0.00114976","0.34748201","0.25735294","17","6","false","KDM6B","45.94117647","17","0","0","0.79135036","false","0","KDM6B","37008","0.11469851"
"9481","3.36093858","5.61E-5","0.29753593","0.78205128","13","7","false","LAMTOR4","22.61538462","13","0","0","0.73767349","false","0","LAMTOR4","2276","0.19004525"
"9484","4.25672878","0.0","0.23492218","0.0","1","8","false","CCDC24","17.0","1","0","0","0.63814125","false","0","CCDC24","0","0.0"
"9489","3.25120773","0.00144671","0.30757801","0.39766082","19","6","false","FNIP1","19.78947368","19","0","0","0.74986581","false","0","FNIP1","36202","0.12713602"
"9499","3.7826087","6.068E-5","0.26436782","0.0","3","6","false","GFOD2","17.66666667","3","0","0","0.69082126","false","0","GFOD2","776","0.35460993"
"9501","2.96273292","4.864E-4","0.33752621","0.525","16","6","false","PGD","39.375","16","0","0","0.78191856","false","0","PGD","17094","0.12114198"
"9510","2.88405797","0.00102738","0.34673367","0.1871345","19","6","false","EFNA5","46.89473684","19","0","0","0.79066023","false","0","EFNA5","37028","0.11623351"
"9534","2.92339545","0.00115721","0.34206799","0.23333333","16","6","false","CTSA","37.8125","16","0","0","0.78628939","false","0","CTSA","37948","0.10405125"
"9540","3.10628019","6.9368E-4","0.32192846","0.13333333","6","6","false","OSTF1","45.33333333","6","0","0","0.76596887","false","0","OSTF1","16988","0.20378788"
"9544","3.49482402","7.7126E-4","0.28613744","0.06666667","6","6","false","TMCO3","15.16666667","6","0","0","0.72279733","false","0","TMCO3","16284","0.1746988"
"9569","4.18495514","7.399E-5","0.23895119","0.0","3","7","false","MPHOSPH6","7.0","3","0","0","0.6461161","false","0","MPHOSPH6","1044","0.33333333"
"9588","4.01656315","1.598E-5","0.24896907","0.0","2","7","false","DLEU7","9.5","2","0","0","0.66482632","false","0","DLEU7","222","0.5"
"9592","3.22222222","7.512E-4","0.31034483","0.12727273","11","6","false","HFE","22.45454545","11","0","0","0.75308642","false","0","HFE","14976","0.13149351"
"9594","3.66390614","7.8844E-4","0.27293276","0.1","5","7","false","MTF1","10.8","5","0","0","0.70401043","false","0","MTF1","15088","0.22173913"
"9596","3.94340925","6.822E-5","0.25358768","0.0","3","7","false","CLCN4","10.33333333","3","0","0","0.67295453","false","0","CLCN4","746","0.33333333"
"9599","3.71704624","1.373E-5","0.26903082","0.33333333","3","7","false","ATP8A2","21.0","3","0","0","0.69810597","false","0","ATP8A2","326","0.37575758"
"9603","3.84403037","4.494E-5","0.26014363","0.0","2","7","false","CPQ","11.5","2","0","0","0.68399663","false","0","CPQ","826","0.5"
"9610","3.45134576","2.3207E-4","0.28974205","0.0952381","7","7","false","ZNF804A","13.71428571","7","0","0","0.72762825","false","0","ZNF804A","3882","0.15646259"
"9612","2.9799862","0.00137814","0.33557202","0.15384615","14","6","false","DISC1","32.64285714","14","0","0","0.78000153","false","0","DISC1","33204","0.10220126"
"9620","3.18081435","4.833E-5","0.3143849","0.33333333","4","6","false","CIC","53.0","4","0","0","0.75768729","false","0","CIC","1336","0.27763158"
"9622","4.23188406","1.2609E-4","0.23630137","0.16666667","4","7","false","AURKAIP1","3.25","4","0","0","0.64090177","false","0","AURKAIP1","2136","0.30555556"
"9623","4.57004831","0.0","0.21881607","1.0","2","8","false","MRPL28","3.5","2","0","0","0.60332797","false","0","MRPL28","0","0.7"
"9625","3.39613527","0.00103251","0.29445235","0.0","6","6","false","IFRD1","19.33333333","6","0","0","0.73376275","false","0","IFRD1","25764","0.19298246"
"9627","3.72256729","2.842E-4","0.26863181","0.0","2","7","false","CCDC17","16.0","2","0","0","0.69749252","false","0","CCDC17","6310","0.5"
"9629","3.60179434","0.00164888","0.27763939","0.33333333","3","7","false","MRPL36","16.0","3","0","0","0.71091174","false","0","MRPL36","47824","0.34814815"
"9632","2.99378882","0.001066","0.3340249","0.44761905","21","6","false","B3GAT1","52.52380952","21","0","0","0.77846791","false","0","B3GAT1","41048","0.15448179"
"9635","3.49344375","9.9908E-4","0.28625049","0.30769231","13","7","false","CHSY1","11.53846154","13","0","0","0.72295069","false","0","CHSY1","30400","0.13789869"
"9640","3.52726018","3.4053E-4","0.28350616","0.41818182","11","7","false","CHST11","13.63636364","11","0","0","0.71919331","false","0","CHST11","9614","0.14885115"
"9648","3.53623188","2.5496E-4","0.28278689","0.55555556","9","7","false","CHST15","14.33333333","9","0","0","0.71819646","false","0","CHST15","7756","0.17777778"
"9653","2.90821256","1.0702E-4","0.34385382","0.58421053","20","6","false","TNFRSF9","70.6","20","0","0","0.78797638","false","0","TNFRSF9","6844","0.17828283"
"9658","3.48654244","3.5722E-4","0.2868171","0.13333333","6","7","false","B3GNT7","19.16666667","6","0","0","0.72371751","false","0","B3GNT7","5720","0.21960784"
"9659","2.79848171","0.00303966","0.35733662","0.42988506","30","6","false","GNB4","50.76666667","30","0","0","0.8001687","false","0","GNB4","122546","0.10988456"
"9661","2.82953761","0.00179378","0.35341463","0.48148148","27","6","false","GNG11","52.22222222","27","0","0","0.79671804","false","0","GNG11","75036","0.11996594"
"9666","3.65010352","1.2348E-4","0.27396483","0.16666667","4","6","false","FNDC3B","14.25","4","0","0","0.70554405","false","0","FNDC3B","1968","0.26442308"
"9668","3.26293996","0.00177161","0.30647208","0.04761905","7","6","false","RPN1","26.71428571","7","0","0","0.74856223","false","0","RPN1","42406","0.18705036"
"9671","3.63285024","5.053E-4","0.27526596","0.16666667","9","6","false","B4GALT5","8.77777778","9","0","0","0.70746108","false","0","B4GALT5","8070","0.14259259"
"9672","3.15320911","7.88E-4","0.31713723","0.0952381","7","6","false","LAPTM4A","33.0","7","0","0","0.76075454","false","0","LAPTM4A","19824","0.16461204"
"9675","3.45203589","0.00106343","0.28968413","0.11111111","9","6","false","SULF2","13.44444444","9","0","0","0.72755157","false","0","SULF2","25794","0.14320988"
"9677","3.61559696","3.9112E-4","0.2765795","0.14285714","7","6","false","MGAT1","14.42857143","7","0","0","0.70937812","false","0","MGAT1","7412","0.21978022"
"9679","3.3326432","1.9894E-4","0.30006212","0.33333333","3","6","false","ST3GAL6","47.33333333","3","0","0","0.74081742","false","0","ST3GAL6","5260","0.42727273"
"9681","3.60593513","7.2142E-4","0.27732057","0.19047619","7","6","false","MAN2A2","10.85714286","7","0","0","0.71045165","false","0","MAN2A2","11272","0.17511521"
"9684","3.04140787","0.00494261","0.3287951","0.21212121","12","6","false","NEU1","36.16666667","12","0","0","0.7731769","false","0","NEU1","125574","0.1255787"
"9686","3.85990338","0.00415958","0.25907384","0.26666667","6","6","false","ST3GAL2","8.16666667","6","0","0","0.68223296","false","0","ST3GAL2","98964","0.21759259"
"9688","3.76121463","6.26E-6","0.26587156","0.0","2","7","false","BAALC","14.5","2","0","0","0.69319837","false","0","BAALC","180","0.51923077"
"9689","3.44237405","4.0233E-4","0.29049719","0.0","7","7","false","MN1","12.85714286","7","0","0","0.72862511","false","0","MN1","8616","0.15009042"
"9692","3.52864044","9.5E-6","0.28339527","0.33333333","4","7","false","BACH1","24.75","4","0","0","0.71903995","false","0","BACH1","418","0.35507246"
"9693","3.08626639","4.3585E-4","0.3240161","0.14545455","11","6","false","CREB5","36.18181818","11","0","0","0.76819262","false","0","CREB5","13136","0.14290909"
"9704","3.42097999","7.076E-5","0.2923139","0.1","5","6","false","WBP2","19.4","5","0","0","0.73100222","false","0","WBP2","1466","0.21860465"
"9710","3.37060041","3.057E-5","0.29668305","0.33333333","4","7","false","LIN7A","29.75","4","0","0","0.73659995","false","0","LIN7A","658","0.28640777"
"9718","4.436853","2.759E-5","0.22538497","0.0","2","7","false","BEND7","5.0","2","0","0","0.61812744","false","0","BEND7","226","0.5"
"9720","3.07039337","0.00222295","0.32569117","0.19444444","9","6","false","CUX1","48.11111111","9","0","0","0.76995629","false","0","CUX1","70698","0.1934323"
"9725","3.18909593","1.9851E-4","0.31356849","0.17857143","8","6","false","BTG2","29.75","8","0","0","0.75676712","false","0","BTG2","4874","0.16761364"
"9735","2.9910283","3.1632E-4","0.33433318","0.18181818","11","6","false","BCAP31","45.45454545","11","0","0","0.77877463","false","0","BCAP31","11166","0.13844871"
"9742","2.99861974","0.00144198","0.33348677","0.11538462","13","6","false","PACS1","32.07692308","13","0","0","0.77793114","false","0","PACS1","34398","0.10512821"
"9744","3.40027605","6.217E-5","0.29409377","0.2","6","6","false","DNAJB12","19.5","6","0","0","0.73330266","false","0","DNAJB12","1496","0.24358974"
"9751","3.29744651","6.914E-4","0.30326496","0.04761905","7","6","false","BCKDK","18.28571429","7","0","0","0.74472817","false","0","BCKDK","15768","0.14765906"
"9753","3.53692202","0.00150249","0.28273171","0.0","6","7","false","IL4I1","9.5","6","0","0","0.71811978","false","0","IL4I1","33598","0.16666667"
"9755","3.54244306","3.3925E-4","0.28229106","0.04761905","7","7","false","TMEM163","13.0","7","0","0","0.71750633","false","0","TMEM163","4856","0.15357143"
"9758","3.77225673","1.9276E-4","0.2650933","0.16666667","4","7","false","SIPA1L2","9.75","4","0","0","0.69197147","false","0","SIPA1L2","3606","0.26428571"
"9762","3.30296756","6.2565E-4","0.30275804","0.37179487","13","7","false","CNEP1R1","15.84615385","13","0","0","0.74411472","false","0","CNEP1R1","9676","0.13346483"
